date,bitcoin_market_cap,total_market_cap,bitcoin_dominance,rolling_avg
2017-04-03,18517903140.18806,27073075533.915585,68.39970256423177,74.34858296340387
2017-04-04,18539058629.55856,27143243126.49978,68.30082368255765,73.81032530207644
2017-04-05,18408732920.44381,27568596333.381977,66.77428439892398,73.22909107995987
2017-04-06,19416796070.09999,28087839541.12966,69.12883435433878,72.7343390581018
2017-04-07,19347052264.0503,28104496717.01419,68.83970369175044,72.23579074540162
2017-04-08,19227110119.602,28283934349.40401,67.97890944760712,71.699983067609
2017-04-09,19316186631.362995,28280731930.214867,68.30157960206739,71.18159201531077
2017-04-10,19691023824.75,29010320814.759773,67.87592577994404,70.69626452480996
2017-04-11,19955556306.916,28805355125.230125,69.27724452679031,70.28250104178194
2017-04-12,19822303422.025,29232628634.78404,67.80882988551483,69.82877530020218
2017-04-13,19106860359.408,28811508584.94407,66.31676471600174,69.387483846976
2017-04-14,19263144684.95,28751230843.640293,66.99937400840341,68.97958589877125
2017-04-15,19210567706.901,29058361284.614952,66.11029272690647,68.60756612268766
2017-04-16,19310204918.47,29095500712.99018,66.36835402474662,68.31336128660031
2017-04-17,19618884439.9,29449622312.1139,66.6184585729981,68.13866073156973
2017-04-18,19823480859.0,30013884245.478,66.04770211302018,67.90986401385982
2017-04-19,19958292470.9,29841827754.96359,66.88026160723464,67.80250262762017
2017-04-20,20419371472.848,30472584733.568542,67.0089907087995,67.6695943061659
2017-04-21,20439557226.725,30598157985.26938,66.79995977720309,67.49639081062382
2017-04-22,20355249795.0,30617147833.83333,66.48316788184474,67.35357236119064
2017-04-23,20327793187.52,30793305343.79848,66.01367719563062,67.22813157905127
2017-04-24,20364256790.6925,31057228090.005768,65.5701041048339,67.21941815023834
2017-04-25,20579834197.125,31362333831.82741,65.61958783896364,67.1823024290298
2017-04-26,20977699422.84,32417547559.116825,64.71093898940057,67.1200775189661
2017-04-27,21697132034.375,34266333793.632004,63.3190937934748,66.93666597690942
2017-04-28,21534600390.46,35412792757.560486,60.81022905447764,66.69602132088842
2017-04-29,21643161383.0556,36218911229.988655,59.75652124279048,66.44977084810309
2017-04-30,22007601314.79,37597269132.878944,58.53510593285159,66.20117813002265
2017-05-01,22964730936.125,38257352819.50002,60.02697323171751,65.97568328745442
2017-05-02,23518941607.875,38960178863.52668,60.36661610373845,65.7682670519588
2017-05-03,24231937589.4375,40748701649.56501,59.466772212351394,65.47050270689611
2017-05-04,24455911024.0,43483784874.35561,56.24144976032842,65.06852357615514
2017-05-05,24567395211.1206,44200422095.23604,55.58181131887538,64.69544114015352
2017-05-06,25252078563.53,46259651980.95844,54.58769679876612,64.21073655496777
2017-05-07,25419561546.555,47776897741.85388,53.20471346612101,63.68957021411346
2017-05-08,26655087385.5,51469353884.6255,51.78826888958127,63.149882195512596
2017-05-09,27748404857.4425,50582708344.05776,54.857491355941335,62.70174592064173
2017-05-10,28521047690.935,52661416552.79996,54.15928692753435,62.244524625561404
2017-05-11,29527250348.0656,53498040399.25911,55.1931437632144,61.77505460010888
2017-05-12,27767470033.9575,52629486223.46973,52.7602909062312,61.27343663413275
2017-05-13,28602793979.76,54019572522.220406,52.94894543638702,60.8278426581456
2017-05-14,28867391787.52,54860909871.15711,52.61923627463734,60.348504733686724
2017-05-15,27702000821.75,54939752773.6304,50.42250724332749,59.82557855090076
2017-05-16,28034610160.905,57786259706.65875,48.51431863425234,59.230444037884276
2017-05-17,29477763646.6281,62492846696.58098,47.1698205552234,58.58215610395846
2017-05-18,30868475119.0056,64625128076.11662,47.76543743580386,57.972747281384585
2017-05-19,32237082949.2181,68430589125.09574,47.10917056447744,57.313710913292674
2017-05-20,33393518554.5,70644789066.27682,47.26961322394381,56.65573166379749
2017-05-21,33568054937.0756,74035607886.61003,45.34041915139954,55.94041364293737
2017-05-22,34479453631.095,74587778469.80719,46.2266799446938,55.26519737836567
2017-05-23,37479380943.125,81912869428.33865,45.75518011356418,54.58991414229679
